person_id;vehicle_id;Person Type;Person Injury Severity
778594;778580;PASSENGER/OCCUPANT;NOT INJURED
778595;778584;DRIVER;NOT INJURED
778596;778584;PASSENGER/OCCUPANT;NOT INJURED
778597;778586;DRIVER;NOT INJURED
778598;778587;DRIVER;NOT INJURED
778599;778587;PASSENGER/OCCUPANT;NOT INJURED
778600;778589;DRIVER;NOT INJURED
778601;778590;DRIVER;NOT INJURED
778602;778590;PASSENGER/OCCUPANT;NOT INJURED
778603;778592;DRIVER;NOT INJURED
778604;778593;DRIVER;NOT INJURED
778605;778594;DRIVER;NOT INJURED
778606;778595;DRIVER;POSSIBLE INJURY
778607;778595;PASSENGER/OCCUPANT;POSSIBLE INJURY
778608;778595;PASSENGER/OCCUPANT;POSSIBLE INJURY
778609;778598;DRIVER;NOT INJURED
778610;778599;DRIVER;NOT INJURED
778611;778600;DRIVER;NOT INJURED
778612;778601;DRIVER;NOT INJURED
778613;778601;PASSENGER/OCCUPANT;NOT INJURED
778614;778603;DRIVER;NOT INJURED
778615;778604;DRIVER;NOT INJURED
778616;778604;PASSENGER/OCCUPANT;NOT INJURED
778617;778606;DRIVER;NOT INJURED
778618;778607;DRIVER;NOT INJURED
778619;778607;PEDESTRIAN;NON-INCAPACITATING INJURY
778620;778609;DRIVER;NOT INJURED
778621;778610;DRIVER;NOT INJURED
778622;778611;DRIVER;NOT INJURED
778623;778612;DRIVER;NOT INJURED
778624;778613;DRIVER;NOT INJURED
778625;778614;DRIVER;NOT INJURED
778626;778614;PASSENGER/OCCUPANT;NOT INJURED
778627;778614;PASSENGER/OCCUPANT;NOT INJURED
778628;778617;DRIVER;NOT INJURED
778629;778618;DRIVER;POSSIBLE INJURY
778630;778619;DRIVER;NOT INJURED
778631;778620;DRIVER;NOT INJURED
778632;778621;DRIVER;POSSIBLE INJURY
778633;778622;DRIVER;NOT INJURED
778634;778622;PASSENGER/OCCUPANT;NOT INJURED
778635;778622;PASSENGER/OCCUPANT;NOT INJURED
778636;778625;DRIVER;NOT INJURED
778637;778626;DRIVER;NOT INJURED
778638;778626;PASSENGER/OCCUPANT;NOT INJURED
778639;778628;DRIVER;NOT INJURED
778640;778629;DRIVER;NOT INJURED
778641;778630;DRIVER;NOT INJURED
778642;778630;PASSENGER/OCCUPANT;NOT INJURED
778643;778630;PASSENGER/OCCUPANT;NOT INJURED
778644;778633;DRIVER;NOT INJURED
778645;778633;PASSENGER/OCCUPANT;NOT INJURED
778646;778633;PASSENGER/OCCUPANT;NOT INJURED
778647;778636;DRIVER OF MOTORCYCLE TYPE VEHICLE;NOT INJURED
778648;778637;DRIVER;NOT INJURED
778649;778638;DRIVER;NOT INJURED
778650;778639;DRIVER;NOT INJURED
778651;778640;DRIVER;NOT INJURED
778652;778641;DRIVER;NOT INJURED
778653;778642;DRIVER;NOT INJURED
778654;778643;DRIVER;NOT INJURED
778655;778643;PASSENGER/OCCUPANT;NOT INJURED
778656;778643;PASSENGER/OCCUPANT;NOT INJURED
778657;778643;PASSENGER/OCCUPANT;NOT INJURED
778658;778647;DRIVER;NOT INJURED
778659;778648;DRIVER;UNKNOWN
778660;778649;DRIVER;NOT INJURED
778661;778649;PASSENGER/OCCUPANT;NOT INJURED
778662;778649;PASSENGER/OCCUPANT;NOT INJURED
778663;778649;PASSENGER/OCCUPANT;NOT INJURED
778664;778653;DRIVER;NOT INJURED
778665;778654;DRIVER;NOT INJURED
778666;778654;PASSENGER/OCCUPANT;NOT INJURED
778667;778654;PASSENGER/OCCUPANT;NOT INJURED
778668;778654;PASSENGER/OCCUPANT;NOT INJURED
778669;778658;DRIVER;NOT INJURED
778670;778658;PASSENGER/OCCUPANT;NOT INJURED
778671;778660;DRIVER;NOT INJURED
778672;778660;PASSENGER/OCCUPANT;NOT INJURED
778673;778660;PEDESTRIAN;POSSIBLE INJURY
778674;778663;DRIVER;NOT INJURED
778675;778664;DRIVER;NOT INJURED
778676;778665;DRIVER;NOT INJURED
778677;778666;DRIVER;POSSIBLE INJURY
778678;778667;DRIVER;NOT INJURED
778679;778668;DRIVER;NOT INJURED
778680;778669;DRIVER;NOT INJURED
778681;778670;DRIVER;NOT INJURED
778682;778671;DRIVER;NOT INJURED
778683;778672;DRIVER;NOT INJURED
778684;778673;DRIVER;NOT INJURED
778685;778674;DRIVER;NOT INJURED
778686;778674;PASSENGER/OCCUPANT;NOT INJURED
778687;778676;DRIVER;NOT INJURED
778688;778677;DRIVER;UNKNOWN
778689;778678;DRIVER;NOT INJURED
778690;778679;DRIVER;NOT INJURED
778691;778680;DRIVER;POSSIBLE INJURY
778692;778680;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
778693;778682;DRIVER;NON-INCAPACITATING INJURY
778694;778683;DRIVER;INCAPACITATING INJURY
778695;778683;PASSENGER/OCCUPANT;POSSIBLE INJURY
778696;778683;PASSENGER/OCCUPANT;INCAPACITATING INJURY
778697;778686;DRIVER;NOT INJURED
778698;778686;PASSENGER/OCCUPANT;NOT INJURED
778699;778688;DRIVER;NOT INJURED
778700;778689;DRIVER;NOT INJURED
778701;778690;DRIVER;NOT INJURED
778702;778691;DRIVER;NOT INJURED
778703;778692;DRIVER;NOT INJURED
778704;778693;DRIVER;NON-INCAPACITATING INJURY
778705;778694;DRIVER;UNKNOWN
778706;778694;PASSENGER/OCCUPANT;POSSIBLE INJURY
778707;778696;DRIVER;NOT INJURED
778708;778697;DRIVER;NOT INJURED
778709;778697;PASSENGER/OCCUPANT;POSSIBLE INJURY
778710;778697;PASSENGER/OCCUPANT;NOT INJURED
778711;778697;PASSENGER/OCCUPANT;NOT INJURED
778712;778701;DRIVER;NOT INJURED
778713;778702;DRIVER;NOT INJURED
778714;778703;DRIVER;POSSIBLE INJURY
778715;778704;DRIVER;NOT INJURED
778716;778705;DRIVER;NOT INJURED
778717;778705;PASSENGER/OCCUPANT;POSSIBLE INJURY
778718;778707;DRIVER;NOT INJURED
778719;778708;DRIVER;NOT INJURED
778720;778709;DRIVER;NOT INJURED
778721;778709;PEDALCYCLIST;NON-INCAPACITATING INJURY
778722;778711;DRIVER;POSSIBLE INJURY
778723;778712;DRIVER;NOT INJURED
778724;778712;PASSENGER/OCCUPANT;NOT INJURED
778725;778712;PASSENGER/OCCUPANT;NOT INJURED
778726;778715;DRIVER;NOT INJURED
778727;778716;DRIVER;NOT INJURED
778728;778717;DRIVER;NOT INJURED
778729;778717;PASSENGER/OCCUPANT;NOT INJURED
778730;778719;DRIVER;NOT INJURED
778731;778719;PASSENGER/OCCUPANT;NOT INJURED
778732;778721;DRIVER;NOT INJURED
778733;778722;DRIVER;NOT INJURED
778734;778722;PASSENGER/OCCUPANT;NOT INJURED
778735;778724;DRIVER;NOT INJURED
778736;778725;DRIVER;NOT INJURED
778737;778725;PASSENGER/OCCUPANT;NOT INJURED
778738;778725;PASSENGER/OCCUPANT;NOT INJURED
778739;778728;DRIVER;NOT INJURED
778740;778729;DRIVER;NOT INJURED
778741;778730;DRIVER;NOT INJURED
778742;778731;DRIVER;NOT INJURED
778743;778731;PASSENGER/OCCUPANT;NOT INJURED
778744;778733;DRIVER;NOT INJURED
778745;778734;DRIVER;NOT INJURED
778746;778734;PASSENGER/OCCUPANT;NOT INJURED
778747;778736;DRIVER;NOT INJURED
778748;778737;DRIVER;NOT INJURED
778749;778737;PASSENGER/OCCUPANT;NOT INJURED
778750;778739;DRIVER;UNKNOWN
778751;778739;PASSENGER/OCCUPANT;UNKNOWN
778752;778741;DRIVER;NOT INJURED
778753;778742;DRIVER;NOT INJURED
778754;778743;DRIVER;NOT INJURED
778755;778744;DRIVER;UNKNOWN
778756;778745;DRIVER;NOT INJURED
778757;778746;DRIVER;POSSIBLE INJURY
778758;778747;DRIVER;UNKNOWN
778759;778748;DRIVER;POSSIBLE INJURY
778760;778748;PASSENGER/OCCUPANT;POSSIBLE INJURY
778761;778750;DRIVER;POSSIBLE INJURY
778762;778751;DRIVER;NOT INJURED
778763;778752;DRIVER;NOT INJURED
778764;778753;DRIVER;NOT INJURED
778765;778754;DRIVER;POSSIBLE INJURY
778766;778754;PASSENGER/OCCUPANT;NOT INJURED
778767;778756;DRIVER;NOT INJURED
778768;778757;DRIVER;POSSIBLE INJURY
778769;778757;PASSENGER/OCCUPANT;POSSIBLE INJURY
778770;778759;DRIVER;NOT INJURED
778771;778759;PASSENGER/OCCUPANT;NOT INJURED
778772;778761;DRIVER;NOT INJURED
778773;778762;DRIVER;NOT INJURED
778774;778763;DRIVER;NOT INJURED
778775;778764;DRIVER;NOT INJURED
778776;778765;DRIVER;NOT INJURED
778777;778766;DRIVER;NOT INJURED
778778;778767;DRIVER;NOT INJURED
778779;778767;PASSENGER/OCCUPANT;NOT INJURED
778780;778769;DRIVER;NOT INJURED
778781;778770;DRIVER;NOT INJURED
778782;778771;DRIVER;NOT INJURED
778783;778771;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
778784;778771;PASSENGER/OCCUPANT;NOT INJURED
778785;778774;DRIVER;NOT INJURED
778786;778775;DRIVER;POSSIBLE INJURY
778787;778776;DRIVER;NOT INJURED
778788;778777;DRIVER;NOT INJURED
778789;778778;DRIVER OF MOTORCYCLE TYPE VEHICLE;INCAPACITATING INJURY
778790;778779;DRIVER;NOT INJURED
778791;778779;PASSENGER/OCCUPANT;NOT INJURED
778792;778781;DRIVER;POSSIBLE INJURY
778793;778782;DRIVER;NOT INJURED
778794;778783;DRIVER;NOT INJURED
778795;778784;DRIVER;NOT INJURED
778796;778784;PASSENGER/OCCUPANT;NOT INJURED
778797;778784;PASSENGER/OCCUPANT;NOT INJURED
778798;778784;PASSENGER/OCCUPANT;NOT INJURED
778799;778784;PASSENGER/OCCUPANT;NOT INJURED
778800;778784;PASSENGER/OCCUPANT;NOT INJURED
778801;778784;PASSENGER/OCCUPANT;NOT INJURED
778802;778784;PASSENGER/OCCUPANT;NOT INJURED
778803;778784;PASSENGER/OCCUPANT;NOT INJURED
778804;778784;PASSENGER/OCCUPANT;NOT INJURED
778805;778784;PASSENGER/OCCUPANT;NOT INJURED
778806;778795;DRIVER;NOT INJURED
778807;778795;PASSENGER/OCCUPANT;NOT INJURED
778808;778795;PASSENGER/OCCUPANT;NOT INJURED
778809;778798;DRIVER;NOT INJURED
778810;778799;DRIVER;NOT INJURED
778811;778800;DRIVER;NOT INJURED
778812;778801;DRIVER;NOT INJURED
778813;778801;PASSENGER/OCCUPANT;NOT INJURED
778814;778801;PASSENGER/OCCUPANT;NOT INJURED
778815;778804;DRIVER;NOT INJURED
778816;778805;DRIVER;NOT INJURED
778817;778806;DRIVER;NON-INCAPACITATING INJURY
778818;778807;DRIVER;NOT INJURED
778819;778808;DRIVER;NOT INJURED
778820;778808;PASSENGER/OCCUPANT;NOT INJURED
778821;778810;DRIVER;NOT INJURED
778822;778811;DRIVER;NOT INJURED
778823;778811;PASSENGER/OCCUPANT;NOT INJURED
778824;778813;DRIVER;NOT INJURED
778825;778814;DRIVER;UNKNOWN
778826;778815;DRIVER;NOT INJURED
778827;778816;DRIVER;NO DATA
778828;778817;DRIVER;NOT INJURED
778829;778817;PASSENGER/OCCUPANT;NOT INJURED
778830;778819;DRIVER;NON-INCAPACITATING INJURY
778831;778820;DRIVER;NON-INCAPACITATING INJURY
778832;778820;PASSENGER/OCCUPANT;NOT INJURED
778833;778820;PASSENGER/OCCUPANT;NOT INJURED
778834;778820;PASSENGER/OCCUPANT;NOT INJURED
778835;778824;DRIVER;NOT INJURED
778836;778825;DRIVER;NOT INJURED
778837;778826;DRIVER;NOT INJURED
778838;778827;DRIVER;NOT INJURED
778839;778827;PASSENGER/OCCUPANT;NOT INJURED
778840;778829;DRIVER;NOT INJURED
778841;778830;DRIVER;NOT INJURED
778842;778831;DRIVER;POSSIBLE INJURY
778843;778832;DRIVER;POSSIBLE INJURY
778844;778833;DRIVER;POSSIBLE INJURY
778845;778834;DRIVER;UNKNOWN
778846;778834;PEDESTRIAN;NON-INCAPACITATING INJURY
778847;778836;DRIVER;NOT INJURED
778848;778837;DRIVER;NOT INJURED
778849;778838;DRIVER;NOT INJURED
778850;778839;DRIVER;NOT INJURED
778851;778840;DRIVER;NOT INJURED
778852;778841;DRIVER;NOT INJURED
778853;778842;DRIVER;NON-INCAPACITATING INJURY
778854;778843;DRIVER;NOT INJURED
778855;778844;DRIVER;NOT INJURED
778856;778845;DRIVER;NOT INJURED
778857;778846;DRIVER;NOT INJURED
778858;778846;PASSENGER/OCCUPANT;NOT INJURED
778859;778846;PASSENGER/OCCUPANT;NOT INJURED
778860;778846;PASSENGER/OCCUPANT;NOT INJURED
778861;778846;PASSENGER/OCCUPANT;NOT INJURED
778862;778846;PASSENGER/OCCUPANT;NOT INJURED
778863;778852;DRIVER;UNKNOWN
778864;778853;DRIVER;POSSIBLE INJURY
778865;778854;DRIVER;POSSIBLE INJURY
778866;778855;DRIVER;NOT INJURED
778867;778856;DRIVER;NOT INJURED
778868;778857;DRIVER;NOT INJURED
778869;778858;DRIVER;NOT INJURED
778870;778859;DRIVER;NOT INJURED
778871;778860;DRIVER;NOT INJURED
778872;778861;DRIVER;NOT INJURED
778873;778862;DRIVER;NOT INJURED
778874;778863;DRIVER;NOT INJURED
778875;778864;DRIVER;NOT INJURED
778876;778865;DRIVER;NOT INJURED
778877;778866;DRIVER;NOT INJURED
778878;778867;DRIVER;NOT INJURED
778879;778867;PASSENGER/OCCUPANT;NOT INJURED
778880;778869;DRIVER;NOT INJURED
778881;778869;PASSENGER/OCCUPANT;NOT INJURED
778882;778871;DRIVER;NOT INJURED
778883;778872;DRIVER;UNKNOWN
778884;778872;PASSENGER/OCCUPANT;UNKNOWN
778885;778874;DRIVER;NOT INJURED
778886;778875;DRIVER;NOT INJURED
778887;778876;DRIVER;NOT INJURED
778888;778877;DRIVER;NOT INJURED
778889;778878;DRIVER;NOT INJURED
778890;778879;DRIVER;NOT INJURED
778891;778880;DRIVER;NOT INJURED
778892;778880;PASSENGER/OCCUPANT;NOT INJURED
778893;778882;DRIVER;NOT INJURED
778894;778883;DRIVER;NOT INJURED
778895;778884;DRIVER;NOT INJURED
778896;778885;DRIVER;NOT INJURED
778897;778886;DRIVER;NOT INJURED
778898;778887;DRIVER;NOT INJURED
778899;778887;PASSENGER/OCCUPANT;NOT INJURED
778900;778889;DRIVER;POSSIBLE INJURY
778901;778890;DRIVER;NOT INJURED
778902;778891;DRIVER;NOT INJURED
778903;778891;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
778904;778893;DRIVER;NOT INJURED
778905;778894;DRIVER;NOT INJURED
778906;778895;DRIVER;NOT INJURED
778907;778896;DRIVER;NOT INJURED
778908;778897;DRIVER;NOT INJURED
778909;778898;DRIVER;NOT INJURED
778910;778898;PASSENGER/OCCUPANT;NOT INJURED
778911;778898;PASSENGER/OCCUPANT;NOT INJURED
778912;778901;DRIVER;NOT INJURED
778913;778902;DRIVER;NOT INJURED
778914;778903;DRIVER;NOT INJURED
778915;778903;PASSENGER/OCCUPANT;NOT INJURED
778916;778903;PASSENGER/OCCUPANT;NOT INJURED
778917;778906;DRIVER;NOT INJURED
778918;778906;PASSENGER/OCCUPANT;NOT INJURED
778919;778906;PASSENGER/OCCUPANT;POSSIBLE INJURY
778920;778909;DRIVER;NOT INJURED
778921;778910;DRIVER;NOT INJURED
778922;778911;DRIVER;NOT INJURED
778923;778911;PASSENGER/OCCUPANT;NOT INJURED
778924;778911;PASSENGER/OCCUPANT;NOT INJURED
778925;778914;DRIVER;NOT INJURED
778926;778915;DRIVER;NOT INJURED
778927;778916;DRIVER;NOT INJURED
778928;778916;PASSENGER/OCCUPANT;NOT INJURED
778929;778916;PASSENGER/OCCUPANT;NOT INJURED
778930;778916;PASSENGER/OCCUPANT;NOT INJURED
778931;778920;DRIVER;UNKNOWN
778932;778921;DRIVER;NOT INJURED
778933;778921;PASSENGER/OCCUPANT;NOT INJURED
778934;778921;PASSENGER/OCCUPANT;NOT INJURED
778935;778921;PASSENGER/OCCUPANT;NOT INJURED
778936;778925;DRIVER;NOT INJURED
778937;778926;DRIVER;NOT INJURED
778938;778926;PASSENGER/OCCUPANT;NOT INJURED
778939;778928;DRIVER;NOT INJURED
778940;778929;DRIVER;NOT INJURED
778941;778930;DRIVER;NOT INJURED
778942;778931;DRIVER;NON-INCAPACITATING INJURY
778943;778932;DRIVER;NOT INJURED
778944;778932;PASSENGER/OCCUPANT;NOT INJURED
778945;778934;DRIVER;NOT INJURED
778946;778934;PASSENGER/OCCUPANT;NOT INJURED
778947;778936;DRIVER;UNKNOWN
778948;778937;DRIVER;UNKNOWN
778949;778938;DRIVER;NOT INJURED
778950;778939;DRIVER;NOT INJURED
778951;778939;PASSENGER/OCCUPANT;NOT INJURED
778952;778941;DRIVER;NOT INJURED
778953;778942;DRIVER;NOT INJURED
778954;778942;PASSENGER/OCCUPANT;NOT INJURED
778955;778944;DRIVER;NOT INJURED
778956;778945;DRIVER;NOT INJURED
778957;778946;DRIVER;NOT INJURED
778958;778947;DRIVER;NOT INJURED
778959;778947;PASSENGER/OCCUPANT;NOT INJURED
778960;778947;PASSENGER/OCCUPANT;NOT INJURED
778961;778950;DRIVER;NOT INJURED
778962;778951;DRIVER;NOT INJURED
778963;778952;DRIVER;NOT INJURED
778964;778953;DRIVER;NOT INJURED
778965;778953;PASSENGER/OCCUPANT;NOT INJURED
778966;778953;PASSENGER/OCCUPANT;NOT INJURED
778967;778953;PASSENGER/OCCUPANT;NOT INJURED
778968;778957;DRIVER;NOT INJURED
778969;778958;DRIVER;INCAPACITATING INJURY
778970;778959;DRIVER;NOT INJURED
778971;778959;PASSENGER/OCCUPANT;POSSIBLE INJURY
778972;778961;DRIVER;NOT INJURED
778973;778962;DRIVER;NOT INJURED
778974;778963;DRIVER;NOT INJURED
778975;778964;DRIVER;NOT INJURED
778976;778964;PASSENGER/OCCUPANT;NOT INJURED
778977;778966;DRIVER;NOT INJURED
778978;778966;PASSENGER/OCCUPANT;NOT INJURED
778979;778966;PASSENGER/OCCUPANT;NOT INJURED
778980;778966;PASSENGER/OCCUPANT;NOT INJURED
778981;778970;DRIVER;NOT INJURED
778982;778971;DRIVER;NOT INJURED
778983;778972;DRIVER;NOT INJURED
778984;778972;PASSENGER/OCCUPANT;NOT INJURED
778985;778974;DRIVER;POSSIBLE INJURY
778986;778974;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
778987;778974;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
778988;778977;DRIVER;NOT INJURED
778989;778978;DRIVER;NOT INJURED
778990;778979;DRIVER;NOT INJURED
778991;778979;PASSENGER/OCCUPANT;NOT INJURED
778992;778981;DRIVER;NOT INJURED
778993;778981;PASSENGER/OCCUPANT;NOT INJURED
778994;778983;DRIVER;NOT INJURED
778995;778984;DRIVER;NOT INJURED
778996;778984;PASSENGER/OCCUPANT;NOT INJURED
778997;778984;PASSENGER/OCCUPANT;NOT INJURED
778998;778984;PASSENGER/OCCUPANT;NOT INJURED
778999;778988;DRIVER;POSSIBLE INJURY
779000;778989;DRIVER;NOT INJURED
779001;778989;PASSENGER/OCCUPANT;NOT INJURED
779002;778991;DRIVER;NOT INJURED
779003;778992;DRIVER;NOT INJURED
779004;778993;DRIVER;NOT INJURED
779005;778994;DRIVER;NOT INJURED
779006;778995;DRIVER;NOT INJURED
779007;778996;DRIVER;POSSIBLE INJURY
779008;778997;DRIVER;NOT INJURED
779009;778997;PASSENGER/OCCUPANT;NOT INJURED
779010;778999;DRIVER;NOT INJURED
779011;779000;DRIVER;NOT INJURED
779012;779001;DRIVER;NOT INJURED
779013;779002;DRIVER;NOT INJURED
779014;779002;PASSENGER/OCCUPANT;NOT INJURED
779015;779004;DRIVER;NOT INJURED
779016;779004;PASSENGER/OCCUPANT;NOT INJURED
779017;779004;PASSENGER/OCCUPANT;POSSIBLE INJURY
779018;779004;PASSENGER/OCCUPANT;POSSIBLE INJURY
779019;779008;DRIVER;NOT INJURED
779020;779008;PASSENGER/OCCUPANT;NOT INJURED
779021;779010;DRIVER;NOT INJURED
779022;779011;DRIVER;NOT INJURED
779023;779011;PASSENGER/OCCUPANT;NOT INJURED
779024;779011;PASSENGER/OCCUPANT;NOT INJURED
779025;779014;DRIVER;NOT INJURED
779026;779014;PASSENGER/OCCUPANT;NOT INJURED
779027;779014;PASSENGER/OCCUPANT;NOT INJURED
779028;779017;DRIVER;UNKNOWN
779029;779018;DRIVER;NOT INJURED
779030;779019;DRIVER;NOT INJURED
779031;779020;DRIVER;NON-INCAPACITATING INJURY
779032;779021;DRIVER;UNKNOWN
779033;779022;DRIVER;POSSIBLE INJURY
779034;779023;DRIVER;NOT INJURED
779035;779023;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
779036;779023;PASSENGER/OCCUPANT;NOT INJURED
779037;779026;DRIVER;NOT INJURED
779038;779027;DRIVER;NOT INJURED
779039;779027;PASSENGER/OCCUPANT;NOT INJURED
779040;779027;PASSENGER/OCCUPANT;NOT INJURED
779041;779027;PASSENGER/OCCUPANT;NOT INJURED
779042;779027;PASSENGER/OCCUPANT;NOT INJURED
779043;779032;DRIVER;NOT INJURED
779044;779032;PASSENGER/OCCUPANT;NOT INJURED
779045;779032;PASSENGER/OCCUPANT;NOT INJURED
779046;779035;DRIVER;UNKNOWN
779047;779036;DRIVER;NOT INJURED
779048;779036;PASSENGER/OCCUPANT;NOT INJURED
779049;779038;DRIVER;NOT INJURED
779050;779039;DRIVER;NOT INJURED
779051;779039;PASSENGER/OCCUPANT;NOT INJURED
779052;779039;PASSENGER/OCCUPANT;NOT INJURED
779053;779039;PASSENGER/OCCUPANT;NOT INJURED
779054;779043;DRIVER;NOT INJURED
779055;779044;DRIVER;NOT INJURED
779056;779045;DRIVER;NOT INJURED
779057;779046;DRIVER;NOT INJURED
779058;779046;PASSENGER/OCCUPANT;POSSIBLE INJURY
779059;779048;DRIVER;NOT INJURED
779060;779049;DRIVER;NOT INJURED
779061;779049;PASSENGER/OCCUPANT;NOT INJURED
779062;779049;PASSENGER/OCCUPANT;NOT INJURED
779063;779049;PASSENGER/OCCUPANT;NOT INJURED
779064;779053;DRIVER;NOT INJURED
779065;779053;PASSENGER/OCCUPANT;NOT INJURED
779066;779053;PASSENGER/OCCUPANT;NOT INJURED
779067;779056;DRIVER;NOT INJURED
779068;779057;DRIVER;NOT INJURED
779069;779058;DRIVER;POSSIBLE INJURY
779070;779059;DRIVER;POSSIBLE INJURY
779071;779060;DRIVER;POSSIBLE INJURY
779072;779061;DRIVER;NOT INJURED
779073;779061;PASSENGER/OCCUPANT;NOT INJURED
779074;779063;DRIVER;POSSIBLE INJURY
779075;779064;DRIVER;NOT INJURED
779076;779064;PASSENGER/OCCUPANT;NOT INJURED
779077;779066;DRIVER;NOT INJURED
779078;779066;PASSENGER/OCCUPANT;NOT INJURED
779079;779068;DRIVER;NOT INJURED
779080;779068;PASSENGER/OCCUPANT;NOT INJURED
779081;779070;DRIVER;NOT INJURED
779082;779071;DRIVER;POSSIBLE INJURY
779083;779072;DRIVER;NOT INJURED
779084;779073;DRIVER;NOT INJURED
779085;779074;DRIVER;NOT INJURED
779086;779074;PASSENGER/OCCUPANT;NOT INJURED
779087;779074;PASSENGER/OCCUPANT;NOT INJURED
779088;779074;PASSENGER/OCCUPANT;NOT INJURED
779089;779078;DRIVER;POSSIBLE INJURY
779090;779078;PASSENGER/OCCUPANT;NOT INJURED
779091;779080;DRIVER;POSSIBLE INJURY
779092;779081;DRIVER;NOT INJURED
779093;779082;DRIVER;NOT INJURED
779094;779083;DRIVER;NOT INJURED
779095;779084;DRIVER;NOT INJURED
779096;779084;PASSENGER/OCCUPANT;NOT INJURED
779097;779084;PASSENGER/OCCUPANT;NOT INJURED
779098;779087;DRIVER;NOT INJURED
779099;779087;PASSENGER/OCCUPANT;NOT INJURED
779100;779089;DRIVER;NOT INJURED
779101;779089;PASSENGER/OCCUPANT;NOT INJURED
779102;779089;PASSENGER/OCCUPANT;NOT INJURED
779103;779092;DRIVER;NOT INJURED
779104;779093;DRIVER;NOT INJURED
779105;779093;PASSENGER/OCCUPANT;NOT INJURED
779106;779095;DRIVER OF MOTORCYCLE TYPE VEHICLE;NOT INJURED
779107;779096;DRIVER OF MOTORCYCLE TYPE VEHICLE;NON-INCAPACITATING INJURY
779108;779097;DRIVER;NOT INJURED
779109;779098;DRIVER;NOT INJURED
779110;779098;PASSENGER/OCCUPANT;NOT INJURED
779111;779100;DRIVER;NOT INJURED
779112;779100;PASSENGER/OCCUPANT;NOT INJURED
779113;779102;DRIVER;NOT INJURED
779114;779103;DRIVER;NOT INJURED
779115;779103;PASSENGER/OCCUPANT;NOT INJURED
779116;779105;DRIVER;NOT INJURED
779117;779105;PASSENGER/OCCUPANT;NOT INJURED
779118;779105;PASSENGER/OCCUPANT;NOT INJURED
779119;779105;PASSENGER/OCCUPANT;NOT INJURED
779120;779109;DRIVER;NOT INJURED
779121;779110;DRIVER;INCAPACITATING INJURY
779122;779111;DRIVER;POSSIBLE INJURY
779123;779112;DRIVER;NOT INJURED
779124;779113;DRIVER;NOT INJURED
779125;779114;DRIVER;NOT INJURED
779126;779114;PASSENGER/OCCUPANT;NOT INJURED
779127;779116;DRIVER;NOT INJURED
779128;779117;DRIVER;NOT INJURED
779129;779118;DRIVER;NOT INJURED
779130;779119;DRIVER;NOT INJURED
779131;779120;DRIVER;NOT INJURED
779132;779120;PASSENGER/OCCUPANT;NOT INJURED
779133;779120;PASSENGER/OCCUPANT;NOT INJURED
779134;779123;DRIVER;NOT INJURED
779135;779124;DRIVER;NOT INJURED
779136;779125;DRIVER;NOT INJURED
779137;779126;DRIVER;NOT INJURED
779138;779127;DRIVER;NOT INJURED
779139;779128;DRIVER;NOT INJURED
779140;779129;DRIVER;POSSIBLE INJURY
779141;779129;PASSENGER/OCCUPANT;POSSIBLE INJURY
779142;779129;PASSENGER/OCCUPANT;POSSIBLE INJURY
779143;779129;PASSENGER/OCCUPANT;POSSIBLE INJURY
779144;779129;PASSENGER/OCCUPANT;POSSIBLE INJURY
779145;779134;DRIVER;NOT INJURED
779146;779135;DRIVER;NOT INJURED
779147;779136;DRIVER;NOT INJURED
779148;779137;DRIVER;NOT INJURED
779149;779138;DRIVER;NOT INJURED
779150;779139;DRIVER;NOT INJURED
779151;779140;DRIVER;NON-INCAPACITATING INJURY
779152;779141;DRIVER;NOT INJURED
779153;779141;PASSENGER/OCCUPANT;NOT INJURED
779154;779143;DRIVER;NOT INJURED
779155;779144;DRIVER;NOT INJURED
779156;779145;DRIVER;POSSIBLE INJURY
779157;779146;DRIVER;NON-INCAPACITATING INJURY
779158;779147;DRIVER;NOT INJURED
779159;779148;DRIVER;NON-INCAPACITATING INJURY
779160;779149;DRIVER;NON-INCAPACITATING INJURY
779161;779150;DRIVER;NOT INJURED
779162;779151;DRIVER;NOT INJURED
779163;779152;DRIVER;POSSIBLE INJURY
